id,fault_name,user,date,tt_no,status,edit_by,edit_date
3173,"Due to desktopSHG025Q3KC was problamatic & returned to ITM Reff. TT-2025062427411",mh.kabir,"2025-08-06 16:53:27",2025080627823,1,NULL,NULL
3172,"Laptop Speaker do not working ",mamun.roshid,"2025-08-06 11:55:16",2025080627818,1,NULL,NULL
3171,"wired Mouse needed due to avoid frequent Battery changing. ",mamun.roshid,"2025-07-27 16:39:00",2025072727767,1,NULL,NULL
3170,"Key board problem",shahidul.islam,"2025-07-14 12:15:17",2025071427641,1,NULL,NULL
3169,"Two keys ( N & Delete) are faulty and also Laptop Casing cracked",mamun.roshid,"2025-07-09 10:20:01",2025070927581,1,NULL,NULL
3168,"Webcam not working",samiul,"2025-07-03 15:19:59",2025070327537,1,NULL,NULL
3167,"Camera Disfuntion",anik.kumar,"2025-07-02 09:11:18",2025070227512,1,NULL,NULL
3166,"Microsoft authentication mail (office mail) is not opening. An urgent solution is required.",mizanul,"2025-06-30 12:09:02",2025063027479,1,NULL,NULL
3165,"Headphone & Mouse",chanchal,"2025-06-19 11:38:18",2025061927370,1,NULL,NULL
3164,"Common drive access",ershadul,"2025-06-17 08:12:06",2025061727350,1,NULL,NULL
3163,"Need some IT equipments for Pico Public Cloud",md.imran,"2025-06-16 10:32:01",2025061627337,1,NULL,NULL
3162,"HDMI cable & power connection problem",abu.bakar,"2025-06-16 09:20:23",2025061627334,1,NULL,NULL
3161,"Fan problem",moshiul,"2025-06-15 12:14:03",2025061527329,1,NULL,NULL
3160,"Need Factory made UTP cable- CAT-6 around 2 for Troubleshoot Purpose.",sadik.hossain,"2025-06-02 14:18:06",2025060227304,1,NULL,NULL
3159,"Audio port problem in Laptop",anjuman,"2025-06-01 13:11:11",2025060127287,1,NULL,NULL
3158,"Cannot connect in WIFI",a.habib,"2025-06-01 12:30:09",2025060127286,1,NULL,NULL
3157,"need to  password recovery of Microsolft 365 ",mamun.roshid,"2025-05-25 11:51:39",2025052527239,1,NULL,NULL
3156,"Poor Bandwidth at F@H Mohakhali Office Internet SCR 109775",ariful.islam,"2025-05-24 17:23:24",2025052427228,1,NULL,NULL
3155,"Fingerprint Entry ",soiket,"2025-05-21 08:24:40",2025052127200,1,NULL,NULL
3154,"Suddenly, all of my email communications containing essential credentials have disappeared. I kindly request assistance in retri",ahsan.remoon,"2025-05-20 14:06:56",2025052027193,1,NULL,NULL
3153,"Also Need IP phone extension setup for 2613",mamun.ahmmed,"2025-05-18 13:23:46",2025051827158,1,NULL,NULL
3152,"Cleaver Problem",hakim,"2025-04-18 09:59:31",2025041826904,1,NULL,NULL
3151,"UPS Change for Desktop",abu.bakar,"2025-04-17 14:23:11",2025041726900,1,NULL,NULL
3150,"ID card & finger punch not working.",zahurul,"2025-04-17 08:58:53",2025041726892,1,NULL,NULL
3149,"Windows update installation issue",ashraful.jishan,"2025-03-23 10:05:38",2025032326758,1,NULL,NULL
3148,"When I have join the meeting then no working sound system. Mouse pad  Q, W button no working.",s.saiful,"2025-03-17 10:18:23",2025031726723,1,NULL,NULL
3147,"eportal issue",shohan.hossen,"2025-02-20 19:23:18",2025022026487,1,NULL,NULL
3146,"Wireless mouse",saifullah,"2025-02-19 15:59:08",2025021926461,1,NULL,NULL
3145,"need a mouse ",nabil,"2025-02-18 13:27:59",2025021826442,1,NULL,NULL
3144,"fingerprint access .",nabil,"2025-02-18 13:26:10",2025021826441,1,NULL,NULL
3143,Teams,rouppo,"2025-02-04 11:13:26",2025020426302,1,NULL,NULL
3142,"Sound problem of my laptop",tareq.rahman,"2025-01-29 13:50:35",2025012926246,1,NULL,NULL
3141,"Laptop bag",zosim.uddin,"2025-01-16 11:17:40",2025011626142,1,NULL,NULL
3140,Xshell7,probir,"2025-01-13 20:08:57",2025011326117,1,NULL,NULL
3139,"Cant login in my Zimbra mail",md.fazle,"2025-01-09 13:50:04",2025010926066,1,NULL,NULL
3138,"VPN not working",mh.kabir,"2025-01-06 11:07:13",2025010626026,1,NULL,NULL
3137,"Online printer access by password. Password no-2523",izaz,"2025-01-02 10:52:07",2025010225987,1,NULL,NULL
3136,"VPN access issue",dibakar,"2024-12-29 10:21:23",2024122925937,1,NULL,NULL
3135,"HDMI to VGA Converter",zahid.hasan,"2024-12-19 15:43:10",2024121925902,1,NULL,NULL
3134,"Finger Print and Damage ID card verify",uzzal.sarkar,"2024-12-17 10:01:21",2024121725875,1,NULL,NULL
3133,"Slow, Hang, Automatic Restart",probir,"2024-12-13 21:26:19",2024121325867,1,NULL,NULL
3132,"Equipments Ownership change.",tareq.rahman,"2024-12-05 08:52:32",2024120525803,1,NULL,NULL
3131,"Headphone set & Mouse for team Member of IP Network Operaiton.",chanchal,"2024-12-04 11:48:53",2024120425785,1,NULL,NULL
3130,"Malfunctioning the Logi Headphone",hasan,"2024-12-02 14:14:49",2024120225769,1,NULL,NULL
3129,"Access Control Device",shakil.khan,"2024-11-24 16:51:31",2024112425673,1,NULL,NULL
3128,"PoD CAST",shakil.khan,"2024-11-24 16:25:23",2024112425670,1,NULL,NULL
3127,"Micrsoft visio problem",saif.iqbal,"2024-11-12 09:42:35",2024111225513,1,NULL,NULL
3126,Switch,shakil.khan,"2024-11-06 12:58:35",2024110625465,1,NULL,NULL
3125,"NMC Ground floor Meeting room Accessories",shakil.khan,"2024-11-04 11:18:17",2024110425405,1,NULL,NULL
3124,"Printer,IP Phone, TV",shakil.khan,"2024-11-04 11:17:00",2024110425404,1,NULL,NULL
3123,Training,shakil.khan,"2024-11-04 11:15:08",2024110425403,1,NULL,NULL
3122,"I cannot access the office network",ariful.islam,"2024-10-22 08:10:47",2024102225187,1,NULL,NULL
3121,"IObit Driver ",arafat.rahman,"2024-10-21 13:56:52",2024102125175,1,NULL,NULL
3120,"Laptop or mouse problem",shahidul.islam,"2024-10-17 09:42:46",2024101725115,1,NULL,NULL
3119,"Laptop or mouse problem",shahidul.islam,"2024-10-17 09:42:46",2024101725114,1,NULL,NULL
3118,"the charging port and the installation of Microsoft 365 with sync previous outlook.",mohidul.morshed,"2024-10-07 09:31:59",2024100724929,1,NULL,NULL
3117,Headphone,farid.hossen,"2024-09-23 11:42:54",2024092324608,1,NULL,NULL
3116,"Need new SPR for office internet due to office shifted from Mymensingh to Netrokona.",mh.kabir,"2024-09-10 10:12:11",2024091024515,1,NULL,NULL
3115,"Fingerprint not working ",lutforrahman,"2024-08-22 11:19:16",2024082224347,1,NULL,NULL
3114,"Laptop problem",ariful.islam,"2024-08-13 13:32:21",2024081324218,1,NULL,NULL
3113,"Xshell 5 Installation",probir,"2024-08-07 09:08:43",2024080724140,1,NULL,NULL
3112,"Mouse faulty",ariful.islam,"2024-08-06 10:15:24",2024080624136,1,NULL,NULL
3111,"Wi-Fi router is required for new OSC (Bajitpur)",roctim,"2024-07-31 17:54:44",2024073124086,1,NULL,NULL
3110,"New Office Location at Bajitpur (Kishoregonj) where Internet Connection Required.",mh.kabir,"2024-07-28 11:50:15",2024072824027,1,NULL,NULL
3109,"Code of Printer",mustaquim,"2024-07-04 10:08:49",2024070423765,1,NULL,NULL
3108,"Need windows Activation",tawfiq.hossain,"2024-07-01 18:47:11",2024070123719,1,NULL,NULL
3107,"Laptop Sound Driver Problems",qudrat,"2024-06-11 08:02:53",2024061123461,1,NULL,NULL
3106,"Display Problem",saif.iqbal,"2024-05-30 11:24:37",2024053023216,1,NULL,NULL
3105,"BHTC NOC Room Internet connection fluctuating multiples times, Regular NOC activity is hampering ",samiul,"2024-05-27 16:15:05",2024052723129,1,NULL,NULL
3104,"Replacement of Desktop by Laptop",imtiaz.faruque,"2024-05-26 14:53:56",2024052623075,1,NULL,NULL
3103,"Vendor office meeting",saulad.alvi,"2024-05-26 14:06:00",2024052623072,1,NULL,NULL
3102,"IT Meeting ",saulad.alvi,"2024-05-26 13:59:58",2024052623069,1,NULL,NULL
3101,"VPN Not Open ",obaidurrahaman,"2024-05-20 16:41:03",2024052022845,1,NULL,NULL
3100,"VPN issue",hasan,"2024-05-20 13:23:29",2024052022777,1,NULL,NULL
3099,"please Need to VPN Configuer Laptop and Mobail",momin,"2024-05-20 11:10:14",2024052022737,1,NULL,NULL
3098,01894940362,abida.sultana,"2024-05-20 10:17:01",2024052022697,1,NULL,NULL
3097,"Requisition for New Laptop (replacement of Desktop PC)",imtiaz.faruque,"2024-05-15 14:17:05",2024051522619,1,NULL,NULL
3096,"office activation ",dilip.kumar,"2024-05-09 11:06:32",2024050922528,1,NULL,NULL
3095,"3 Headset required for CRM for regular client communication",jannatul.nayeem,"2024-04-30 16:48:10",2024043022458,1,NULL,NULL
3094,"Printing problem L1800",masud.mia,"2024-04-01 10:26:17",2024040122208,1,NULL,NULL
3093,"PDF Software ",neaj.morshed,"2024-03-28 14:07:59",2024032822189,1,NULL,NULL
3092,"Finger print access at BHTC, Kaliakoir",tareq.rahman,"2024-03-28 14:04:10",2024032822188,1,NULL,NULL
3091,"Wireless mouse",saifullah,"2024-03-21 10:54:53",2024032122126,1,NULL,NULL
3090,01999075214,sayed.firoz,"2024-03-20 10:51:03",2024032022120,1,NULL,NULL
3089,"Finger print access",shohan.hossen,"2024-03-04 18:22:38",2024030421966,1,NULL,NULL
3088,Fingerprint,ashik.khan,"2024-03-04 16:01:35",2024030421961,1,NULL,NULL
3087,"Laptop Screen Color/Display Issue",pavel,"2024-03-04 09:34:43",2024030421946,1,NULL,NULL
3086,"Need to configure outlook on laptop as mail server will close from today",mamun.ahmmed,"2024-02-25 10:18:00",2024022521870,1,NULL,NULL
3085,"Biometric Attendance system (finger print) ",ruman,"2024-02-13 14:54:56",2024021321747,1,NULL,NULL
3084,"Md. Hedayet Ullah",ariful.hasan,"2024-02-07 13:37:36",2024020721682,1,NULL,NULL
3083,"Mouse Problem",quamrul,"2024-02-06 17:25:23",2024020621674,1,NULL,NULL
3082,PR,nur.hosen,"2024-01-29 10:35:46",2024012921521,1,NULL,NULL
3081,"PC: Hardware issue",md.shahjada,"2024-01-21 18:24:03",2024012121434,1,NULL,NULL
3080,"Hardware issue",md.shahjada,"2024-01-21 18:22:36",2024012121433,1,NULL,NULL
3079,"Bandwith issue",mh.kabir,"2024-01-16 18:02:02",2024011621394,1,NULL,NULL
3078,"Windows activation",tawfiq.hossain,"2024-01-14 14:04:00",2024011421357,1,NULL,NULL
3077,"Laptop Transfer",muhammad.jahirul,"2024-01-09 11:37:36",2024010921309,1,NULL,NULL
3076,"C Drive Showing Overloaded and slow also",rahman.mizanur,"2024-01-04 10:36:55",2024010421273,1,NULL,NULL
3075,"Console cable ",anup.kumar,"2024-01-03 17:56:56",2024010321267,1,NULL,NULL
3074,"New Mouse",forhad.bhuiyan,"2023-12-27 11:40:10",2023122721199,1,NULL,NULL
3073,"Laptop Case Break",qudrat,"2023-12-20 17:48:43",2023122021156,1,NULL,NULL
3072,"Laptop Input & Output Sound system problem ",sazibul.islam,"2023-12-19 14:48:07",2023121921137,1,NULL,NULL
3071,"Need Mouse for Mehdi Bhai",rehsanul.mahbub,"2023-12-14 14:19:01",2023121421086,1,NULL,NULL
3070,"Required Windows 10 insatallation, Microsoft Office activation, Sound driver problem",masum.uzzaman,"2023-12-14 11:32:45",2023121421082,1,NULL,NULL
3069,MOu,barakat,"2023-12-10 16:57:23",2023121021025,1,NULL,NULL
3068,"Outlook Express configure",barakat,"2023-12-10 12:54:16",2023121021019,1,NULL,NULL
3067,"USB to LAN converter for LAPTOP",hasan.mahbub,"2023-11-12 18:02:41",2023111220753,1,NULL,NULL
3066,"Search option not worked",shahed.ali,"2023-11-09 15:37:47",2023110920736,1,NULL,NULL
3065,"morzila firefox hang on sentral",rafat.sarker,"2023-11-07 10:07:02",2023110720717,1,NULL,NULL
3064,"Need to update my dashboard ",mohidul.morshed,"2023-10-30 11:23:25",2023103020618,1,NULL,NULL
3063,01999075624,reaz.hossain,"2023-10-26 16:07:24",2023102620580,1,NULL,NULL
3062,"Old Laptop remove entryÂ from my end.",abusayed,"2023-10-18 12:08:51",2023101820449,1,NULL,NULL
3061,"Finger ",abu.bakar,"2023-10-17 17:06:52",2023101720441,1,NULL,NULL
3060,"Biometric Attendance (fingerprint) ",zubaer,"2023-10-11 10:56:26",2023101120367,1,NULL,NULL
3059,"Need to active my finger print for attendance.",jamirul.islam,"2023-10-11 09:07:06",2023101120361,1,NULL,NULL
3058," Biometric Attendance (fingerprint)",malik.istiaque,"2023-10-10 15:36:07",2023101020349,1,NULL,NULL
3057,"Laptop Camera",rahman.mizanur,"2023-10-09 11:47:20",2023100920327,1,NULL,NULL
3056,"Microphone problem ",ruksana,"2023-10-05 10:16:30",2023100520294,1,NULL,NULL
3055,"NOC CSD ! Headphone problem",abdullah.noman,"2023-10-04 14:51:47",2023100420285,1,NULL,NULL
3054,"Anty Virus required",probir,"2023-10-04 11:29:09",2023100420283,1,NULL,NULL
3053,"Windows activation problem",rejaul.karim,"2023-10-03 20:22:45",2023100320279,1,NULL,NULL
3052,"Antivirus Software update or Scan",shahriar.mustafa,"2023-10-03 09:29:40",2023100320263,1,NULL,NULL
3051,"Need Headphone for use IP Number & Zoom Meeting etc. Use Desktop PC.",neaj.morshed,"2023-09-26 16:38:04",2023092620214,1,NULL,NULL
3050,"Internet connection for PC, ",md.jahurul,"2023-09-26 09:58:13",2023092620202,1,NULL,NULL
3049,"BIOS Power-On",saifulislam,"2023-09-24 11:10:22",2023092420165,1,NULL,NULL
3048,"Excel (product activation failed)",ariful.islam,"2023-09-21 10:02:20",2023092120144,1,NULL,NULL
3047,"Download email from Outlook",rajibul.haque,"2023-09-21 09:43:14",2023092120143,1,NULL,NULL
3046,fingerprint,mortuza,"2023-09-19 11:03:48",2023091920113,1,NULL,NULL
3045,"Wireless Mouse",md.rezaulkarim,"2023-09-19 10:17:50",2023091920111,1,NULL,NULL
3044,SSD,abu.bakar,"2023-09-17 16:27:49",2023091720090,1,NULL,NULL
3043,"Need new Desktop",chinmoy.biswas,"2023-09-17 14:31:47",2023091720086,1,NULL,NULL
3042,"Headphone ",neaj.morshed,"2023-09-14 18:04:57",2023091420079,1,NULL,NULL
3041,Headphone,barakat,"2023-09-04 15:29:08",2023090419956,1,NULL,NULL
3040,"Key do not working due to accidentally water affected ",moksedul.alam,"2023-08-31 09:56:25",2023083119919,1,NULL,NULL
3039,"Installed office 365",arif,"2023-08-30 11:28:45",2023083019909,1,NULL,NULL
3038,"8 GB RAM returned to IT with laptop Category : Laptop LC1 Brand : HP Device Serial No. : 5CG7231ZKX",mh.kabir,"2023-08-22 11:12:42",2023082219828,1,NULL,NULL
3037,"Finger punch & mail set up in handset",shamim.reza,"2023-08-22 10:24:04",2023082219826,1,NULL,NULL
3036,"Bogura co Office Printer not gitting print, please check this issue.",momin,"2023-08-14 15:23:55",2023081419726,1,NULL,NULL
3035,"IP  Phone",nayma,"2023-08-14 11:15:11",2023081419705,1,NULL,NULL
3034,Biometric,taskin.ahsan,"2023-08-03 11:05:13",2023080319533,1,NULL,NULL
3033,Headphone,shormi,"2023-07-26 09:40:47",2023072619442,1,NULL,NULL
3032,Headphone,ashiqul.islam,"2023-07-25 17:34:24",2023072519436,1,NULL,NULL
3031,Headphone,mdmasud,"2023-07-24 21:03:46",2023072419424,1,NULL,NULL
3030,"IT item status",shishir,"2023-07-18 12:12:57",2023071819327,1,NULL,NULL
3029,"ITM device Status",shishir,"2023-07-18 11:53:01",2023071819326,1,NULL,NULL
3028,"Microsoft Office  Product key ",shohag,"2023-07-18 10:29:55",2023071819321,1,NULL,NULL
3027,"NOC TX desk pc Mouse faulty ",sajib,"2023-07-08 11:03:03",2023070819150,1,NULL,NULL
3026,"HOD of SCM TV Configuration ",raisul.islam,"2023-07-05 11:05:38",2023070519123,1,NULL,NULL
3025,"Outlook Setup",asif.mahmud,"2023-07-03 12:32:18",2023070319107,1,NULL,NULL
3024,01894940362,abida.sultana,"2023-06-26 10:12:55",2023062619093,1,NULL,NULL
3023,"printer access",ahsan.zaman,"2023-06-25 15:10:57",2023062519085,1,NULL,NULL
3022,"IP phone adaptor",ahsan.zaman,"2023-06-21 15:07:53",2023062119054,1,NULL,NULL
3021,"Need to install MS VISIO",tawfiq.hossain,"2023-06-21 10:41:42",2023062119045,1,NULL,NULL
3020,"Laptop Display Problem",tawfiq.hossain,"2023-06-21 10:40:45",2023062119044,1,NULL,NULL
3019,"fingerprint access",md.shuvo,"2023-06-20 10:39:53",2023062019032,1,NULL,NULL
3018,"Ip phone adaptor",ahsan.zaman,"2023-06-18 15:35:40",2023061819006,1,NULL,NULL
3017,"Laptop Bag",jahirul.islam,"2023-06-14 18:30:38",2023061418970,1,NULL,NULL
3016,"wireless mouse",ahsan.zaman,"2023-06-11 16:40:43",2023061118934,1,NULL,NULL
3015,"Pen Drive",abusayed,"2023-06-11 10:44:30",2023061118930,1,NULL,NULL
3014,"NEED SACCANER ACCESS BY FOLDER NAME OF USER(ME ) AND MUST NEED SINK WITH  MY MAIL SO THAT AFTER SCANNING ANY PAGES SCANNED FILE(",shamim.reza,"2023-06-04 15:59:28",2023060418863,1,NULL,NULL
3013,"Need scan folder by own name,besides need to access copy data into pendrive from scanner/printer machine.",shamim.reza,"2023-05-28 13:36:53",2023052818817,1,NULL,NULL
3012,"see the attached file for innitially configuration on going by Mobile hotspot. but hotspot net speed is very poor.",sohel,"2023-05-23 11:29:26",2023052318789,1,NULL,NULL
3011,"laptop slow working",shibli.sadik,"2023-05-21 23:37:49",2023052118775,1,NULL,NULL
3010,01703996465,abida.sultana,"2023-05-11 17:03:34",2023051118712,1,NULL,NULL
3009,"USB Mouse and Keyboard",md.imran,"2023-05-09 13:28:34",2023050918681,1,NULL,NULL
3008,"Fingerprint access ",md.rana,"2023-05-07 11:06:38",2023050718639,1,NULL,NULL
3007,"IP Phone",raisul.islam,"2023-05-02 17:11:09",2023050218610,1,NULL,NULL
3006,BTL,hasan.nazmul,"2023-04-26 15:13:46",2023042618555,1,NULL,NULL
3005,"Desktop CPU Cleaning ",hasan.wasim,"2023-04-18 09:41:14",2023041818530,1,NULL,NULL
3004,"PDF file not open.",mahfuzer.rahmanops,"2023-04-06 11:32:04",2023040618441,1,NULL,NULL
3003,"MD sir support",rafsun,"2023-04-03 13:01:47",2023040318397,1,NULL,NULL
3002,Antivirus,md.sayem,"2023-04-03 11:08:29",2023040318395,1,NULL,NULL
3001,"Director sir printer",rafsun,"2023-04-02 12:50:02",2023040218381,1,NULL,NULL
3000,"MD sir ",rafsun,"2023-03-30 11:16:14",2023033018363,1,NULL,NULL
2999,"Chairman sir",rafsun,"2023-03-30 11:15:33",2023033018362,1,NULL,NULL
2998,"Board room support",rafsun,"2023-03-29 15:35:02",2023032918358,1,NULL,NULL
2997,"Director sir support",rafsun,"2023-03-29 13:14:25",2023032918353,1,NULL,NULL
2996,"Board room",rafsun,"2023-03-29 13:12:02",2023032918352,1,NULL,NULL
2995,Test,muzaffar.ahmed,"2023-03-28 13:50:34",2023032818329,1,NULL,NULL
2994,"Deputy Manager",hasan.nazmul,"2023-03-28 10:47:36",2023032818328,1,NULL,NULL
2993,"Mobile outlook issue",moshiul,"2023-03-28 09:59:26",2023032818327,1,NULL,NULL
2992,Headphone,rajib.deuri,"2023-03-21 15:44:31",2023032118300,1,NULL,NULL
2991,01894940362,abida.sultana,"2023-03-20 15:45:11",2023032018294,1,NULL,NULL
2990,"New laptop requirement",owalid,"2023-03-19 15:16:40",2023031918283,1,NULL,NULL
2989,"Board room meeting",rafsun,"2023-03-16 12:43:13",2023031618261,1,NULL,NULL
2988,"Outlook ",minhaz.uddin,"2023-03-16 10:56:58",2023031618256,1,NULL,NULL
2987,"MD sir meeting",rafsun,"2023-03-15 16:31:54",2023031518252,1,NULL,NULL
2986,"MD sir meeting",rafsun,"2023-03-15 16:20:29",2023031518251,1,NULL,NULL
2985,"New laptop requirement.",moshiul,"2023-03-13 13:32:23",2023031318216,1,NULL,NULL
2984,"Inventory team room shift",raisul.islam,"2023-03-12 09:57:16",2023031218194,1,NULL,NULL
2983,"HDMI Cable",raisul.islam,"2023-03-09 18:07:52",2023030918190,1,NULL,NULL
2982,"Zoom Meeting Link",saugoto.sarker,"2023-03-06 10:13:08",2023030618167,1,NULL,NULL
2981,"For BTL Director Sir, Mahfuzul Siddiqui",hasan.nazmul,"2023-03-01 10:40:09",2023030118120,1,NULL,NULL
2980,"Widows license",mahfuzur,"2023-02-28 14:11:03",2023022818110,1,NULL,NULL
2979,"Wireless Mouse",kishor.mitra,"2023-02-28 11:30:00",2023022818106,1,NULL,NULL
2978,"PC working  slowly ",anayat.masum,"2023-02-26 15:42:19",2023022618085,1,NULL,NULL
2977,RAM,hasibur,"2023-02-23 12:46:38",2023022318065,1,NULL,NULL
2976,"New Logitech USB headphones",hasibuzzaman,"2023-02-22 09:39:09",2023022218041,1,NULL,NULL
2975,"Desktop internet connection",moshiul,"2023-02-16 10:47:20",2023021618000,1,NULL,NULL
2974,"Showing active desktop in my account",samiul,"2023-02-13 15:53:57",2023021317971,1,NULL,NULL
2973,"Mir Mynul Islam",afridin.sadia,"2023-02-07 11:35:53",2023020717915,1,NULL,NULL
2972,"Md.Shumon Chowdhury",afridin.sadia,"2023-02-07 11:34:30",2023020717914,1,NULL,NULL
2971,"Headset not working. (male jack issue from headset)",hasibuzzaman,"2023-02-06 15:12:35",2023020617902,1,NULL,NULL
2970,"Outlook install",mh.kabir,"2023-02-05 13:01:06",2023020517888,1,NULL,NULL
2969,"Desktop not opening",hasan.wasim,"2023-01-18 14:29:50",2023011817723,1,NULL,NULL
2968,"Microsoft Visio need to activate",chanchal,"2023-01-12 17:06:57",2023011217693,1,NULL,NULL
2967,"Windows password reset",anik.kumar,"2023-01-11 10:05:32",2023011117673,1,NULL,NULL
2966,"Laptop Bag",amran.hossain,"2023-01-09 11:19:22",2023010917631,1,NULL,NULL
2965,"Display Driver,OS",sumit,"2023-01-03 17:16:19",2023010317593,1,NULL,NULL
2964,"Need windows activation ",dilip.kumar,"2022-12-21 15:50:07",2022122117465,1,NULL,NULL
2963,"Laptop Bag",ariful.hasan,"2022-12-20 16:20:42",2022122017437,1,NULL,NULL
